API;Surf_X;Surf_Y;Date_Drilling;Date_Completion;Date_Production;deltaT_Dril_Comp;deltaT_Comp_Prod;Lateral_Length (ft);Depth_TVD_PPLS (ft);Erosion_PPLS (ft);Pressure_PPLS (PSI);TOC_PPLS (%);Vcarb_PPLS;Vsand_PPLS;Vclay_PPLS;PR_PPLS;YM_PPLS (PSI);RHOB_PPLS (g/cc);Res_PPLS (Ohmm);GR_PPLS (API);DT_PPLS (us/ft);DTs_PPLS (us/ft);Temperature (F);Temp_Anomaly (F);S3Tect_PPLS (PSI);S3_contrast_PPLS (PSI);Heat_Flow (W/m2);Zone;Nbr_Stages;Frac_Gradient (PSI/ft);Proppant_Designed (kg);Proppant_in_Formation (kg);Avg_Breakdown_Pressure (KPa);Avg_Treating_Pressure (KPa);Max_Treating_pressure (KPa);Min_Treating_Pressure (KPa);Avg_Rate_Slurry (bpm);Max_Rate_Slurry (bpm);Min_Rate_Slurry (bpm);ShutInPressure_Fil (KPa);ShutInPressure_Initial (KPa);ISIP (KPa);Shot_Density (shots/ft);Shot_Total;Proppant_per_ft (kg/ft);Stage_Spacing (ft);GasCum360;OilCum360
496;-2.275066571;1.952018883;2013-11-10;2014-03-15;2014-10-03;125.0;202.0;-0.692958692;-0.377329498;0.9888095509999999;0.500315463;-2.0856923259999998;0.110662543;-0.015080268;-0.014354394;0.310320587;1.76342817;0.046512648;-0.503222479;-0.147230114;-1.880595859;-0.421683564;-0.558344168;0.38570575;-1.457881292;0.988917015;0.21512008800000001;Z3;;;;;;;;;;;;;;;;;;;-0.523008967;0.365814431
534;-1.090919602;2.077769233;2014-02-19;2014-09-10;2014-09-10;203.0;0.0;0.051913087000000004;-2.027364052;1.4413846369999999;1.149701433;-0.208306398;-0.700635425;-0.015080268;1.929090573;0.310320587;-0.3406009793761468;-2.033442031;-0.5765898629999999;0.7079120090000001;-1.4407084680000002;0.064655647;2.27925534;0.99808475;-2.005529409;1.423929812;0.711005955;Z6;;;;;;;;;;;;;;;;;;;0.848245246;-0.727236746
173;-1.0024298790000001;1.006312165;2014-10-27;2015-09-23;2015-09-25;331.0;2.0;0.124097821;-0.739624622;0.642626032;0.0771076;-0.836655974;-1.5119333940000002;0.864232404;2.206725569;-0.7882697040000001;-2.1237328;-0.369478288;-0.5103450589999999;-0.266463963;-1.1803669509999999;-0.706019677;1.577751537;0.567554336;-1.242669057;1.664731375;0.478223711;Z3;;;;;;;;;;;;;;;;;;;-0.23486223;1.8562393830000001
698;0.39906919399999996;0.379299349;2012-06-09;2012-09-12;2013-06-13;95.0;274.0;-0.51871968;-1.105025577;-1.931456998;1.397495172;1.109695152;-0.024553785;0.336644801;-0.847259381;0.310320587;-0.269123341;-0.7854692240000001;-0.098871704;0.220344297;0.960717594;-0.155537302;0.7316249109999999;0.37793444299999995;0.388720036;-0.25793094;-0.631252276;Z6;-1.086409818;-0.23167239399999998;-0.033855001;-0.083059573;0.6271701510000001;0.600800703;0.12835787699999998;0.657610302;0.574746988;0.643190052;0.328788837;-0.53726027;-0.74055321;-0.468241339;0.667339212;-0.560749524;0.42319637200000004;2.0320071630000003;0.517322331;-0.638283409
605;0.360876598;0.09319581099999999;2013-06-16;2014-03-31;2014-09-05;288.0;158.0;-0.43968984200000005;-0.6236529120000001;-1.424112667;0.6673453420000001;0.9334507590000001;0.245878872;-0.190942802;-0.569624385;0.310320587;0.07134879400000001;-0.508141933;0.123155468;-0.075841695;0.637535021;-0.635174989;0.48227521799999995;0.227171085;0.362851496;-0.21898771;-0.689268773;Z6;-0.35632139;0.013607116;0.272833685;0.322554827;0.7161104859999999;0.243751895;0.089314503;0.16839812899999998;0.41901852100000003;0.061718132;0.5564630429999999;0.299387588;0.30809923699999997;0.369652119;-1.253690467;0.181738053;1.053846615;-0.178792975;0.743207299;-0.543497584
753;0.267113203;-0.44427165799999996;2014-08-31;2015-03-19;2015-05-07;200.0;49.0;0.788695198;0.35502532700000006;-0.595267325;0.8824972940000001;0.6805783679999999;-0.8358517529999999;0.6883698690000001;0.263280601;-0.7882697040000001;-0.105307742;1.017158165;0.170607249;0.268189727;-0.174910058;-1.170818273;-0.249150549;-0.299723538;0.657883898;0.6109985139999999;-0.140141429;Z3;1.833943895;0.254400401;0.288390357;0.32023397;0.6459234620000001;-0.068324567;0.9653711859999999;-0.03598628;-0.8173450520000001;-0.766834067;-0.8359096140000001;0.273730574;0.47271350799999995;1.116315658;0.667339212;-0.560749524;-0.179710801;-1.233999834;0.134987421;-0.037341278
66;1.648254656;-1.275365021;2013-04-26;2013-12-09;2014-02-16;227.0;69.0;-0.58717072;0.791208158;-0.31925744;-1.05677419;0.39705477899999997;0.786744184;-0.542667871;-0.847259381;0.310320587;1.391840824;-1.270791982;-0.006278168000000001;0.019089713;1.37816175;1.808488074;0.728300249;1.630669149;1.9069691869999998;-1.625216358;1.1486365729999999;Z5;-0.42933023299999995;-0.44101248;-0.654217001;-0.655128829;1.267154877;0.022841416;0.37560316899999996;-0.120112205;0.729615076;0.668931553;0.466308415;-1.178376729;-0.9949461709999999;-1.7107583709999998;-0.773433047;0.924225629;-0.559722588;-0.16295145;-0.26691755100000003;-0.750130683
228;0.277349109;-0.439347934;2014-11-09;2015-03-17;2015-06-29;128.0;104.0;0.7588256529999999;0.33598658600000003;-0.64106156;0.839440703;0.6805783679999999;-0.8358517529999999;0.6883698690000001;0.263280601;-0.7882697040000001;-0.097641145;1.017158165;0.17301352600000003;0.245406189;-0.152466824;-1.169860913;-0.17268331;-0.262421263;0.66489832;0.55597135;-0.114117568;Z3;1.7609350519999998;0.224812011;1.8571379080000001;1.9127696109999999;0.625433436;0.152594709;0.870079345;0.35412143700000004;-0.534965392;-0.64293164;-0.7143053979999999;0.80588576;0.687046115;1.024216504;0.667339212;-0.560749524;1.941844476;-1.216550242;0.29320640800000003;0.127586058
70;0.351014416;0.033016961000000004;2013-03-15;2013-05-09;2013-11-29;55.0;204.0;-1.124822531;-0.516439645;-1.312942806;0.5100752479999999;0.971764757;0.245878872;-0.190942802;-0.569624385;0.310320587;0.17285098399999999;-0.438810111;0.165866884;-0.085714562;0.547762084;-0.7270816109999999;0.500560862;0.306438417;0.373619473;-0.19990449100000002;-0.5966333779999999;Z6;-0.6483567610000001;0.04384037599999999;-0.891440382;-0.885510276;0.182369985;0.7327183829999999;0.5602303000000001;0.862060451;-0.507178686;-0.479902129;0.214123827;0.129476245;-0.191943676;0.561873376;-1.253690467;0.181738053;-0.47610148399999996;-0.184966016;-0.12010890699999999;-0.825959343
106;0.425759372;0.081628967;2012-07-26;2012-11-30;2013-06-22;127.0;204.0;-1.269191999;-0.6611092279999999;-1.5034806330000001;0.470271919;0.726555167;0.245878872;-0.015080268;-0.569624385;0.310320587;-0.042284657;-0.508141933;0.081310313;-0.122168223;0.664466902;-0.678256218;0.490586874;0.130806877;0.453785027;-0.310291114;-0.8320418829999999;Z6;-1.2324275040000001;0.060907539000000004;-1.159650115;-1.15912091;2.044404341;0.739453459;-0.32902448100000004;0.729485595;0.041312461;0.289959446;0.377635303;-0.316220058;-1.077861693;0.547223541;0.667339212;-0.560749524;-0.947955652;1.88087409;-0.52937753;-0.840493169
450;2.869421141;-1.004911891;2013-12-13;2014-07-23;2014-01-07;222.0;-197.0;0.554717095;0.016117106000000003;0.45426418799999996;-3.1340975076;-1.127842362;0.516311528;0.512507335;-1.9577993619999998;0.8596157320000001;-1.7802194230000001;1.571812746;-0.026611207999999997;4.2659411789999995;2.370152703;2.380989743;-0.709616316;0.859755484;0.603688468;-2.719329516;0.465808658;Z7;;;;;;;;;;;;;;;;;;;-0.112347221;-0.8468122240000001
361;0.99265834;-1.282477067;2014-10-05;2014-03-11;2015-01-20;-208.0;315.0;0.12658695;1.033214468;0.508173389;0.281560906;0.580961972;0.3810952;-0.36680533600000004;-0.29198939;0.310320587;0.18596066600000002;0.18517629300000002;0.25732947;0.237052225;0.655489608;-0.8625481429999999;-2.091013616;-2.416627595;0.283549412;-1.2970557740000002;-2.6990748539999996;Z2;1.322881995;0.228857492;1.379198832;1.436918822;-1.374710048;-1.085010646;0.47519718299999997;-0.35101349;-0.735028861;-0.768468575;-0.8431412779999999;0.946054983;0.36820204799999995;0.556565724;1.605516496;0.16447089999999998;2.0955241019999997;-1.238962029;-0.58808772;-0.343815446
250;1.355337478;-1.74726099;2013-12-07;2013-12-19;2014-01-22;12.0;34.0;-1.4048495159999999;1.404330151;-0.215586468;0.786602493;0.918125159;1.05717684;-1.246118008;-0.569624385;0.8596157320000001;1.004751882;0.254508116;0.620027592;-6.140819487000001;1.7866286130000002;0.516051194;-3.892980732;-3.72220719;1.0034496;-2.114078183;-3.2837761;Z2;-0.721365604;-0.226145884;-0.9628105859999999;-0.968222949;1.312821663;-3.648702725;-1.3532144430000002;-2.190302114;-2.204848408;-3.1741157380000002;0.11816949800000001;;-1.678895796;-1.12301186;-1.136871094;0.362343139;-0.324857398;-0.28621807899999996;-1.075481805;-0.44492032600000003
391;0.16469185;0.627458951;2013-01-28;2013-09-04;2013-07-30;219.0;-36.0;-0.461469718;-1.2580187859999998;-1.3708392569999999;1.2583909420000001;0.5886247720000001;-0.024553785;0.512507335;-1.1248943759999999;0.8596157320000001;-0.360098984;-1.062796514;0.022885909;0.136804658;0.902365185;1.417406248;0.902845034;0.667027067;-0.245036339;-0.613943874;0.22514763100000001;Z6;-0.721365604;-0.288562936;-0.59802249;-0.58289513;0.959555514;1.010173564;-0.091370891;1.3339246740000001;0.149146537;0.43306312799999996;0.329892712;-0.654645305;-0.249764535;-0.537018459;-1.253690467;0.181738053;-0.5424270489999999;0.574318029;1.080719023;-0.77856643
704;-1.011015168;0.63494223;2014-03-25;2014-08-19;2014-08-19;147.0;0.0;-0.409198014;-0.124173256;0.231936788;-0.22356801699999998;0.021577594;-1.647149722;1.215957472;1.6514555780000002;-0.7882697040000001;-0.857633229;-0.09215099800000001;-0.312717535;-0.379622201;-1.171389658;-1.011417725;0.9826369359999999;0.177434719;-0.910588721;1.312511781;0.223715124;Z3;;;;;;;;;;;;;;;;;;;-1.074090672;0.184021538
319;0.001073065;0.298800368;2012-08-21;2012-12-21;2013-06-19;122.0;180.0;-0.553567482;-0.59731547;0.510351837;-0.423545359;0.427705978;0.9219605120000001;-0.542667871;-0.569624385;0.8596157320000001;-0.201223798;-1.062796514;-0.056713732;0.154272037;0.597137199;1.3523057230000002;0.28612012600000003;0.05153954400000001;-0.37557266;-0.531521805;0.181217443;Z3;-1.086409818;-0.012237443999999998;-0.640991925;-0.635680421;-1.320258746;0.328883251;0.33962325600000004;0.404293719;0.8380227379999999;1.338782629;0.41224178200000006;-0.27202599;-0.46065482399999996;0.352766257;0.667339212;-0.560749524;-0.554713461;1.9843257419999998;0.273260422;0.092831255
790;0.080167762;-0.360490194;2013-12-02;2013-04-04;2013-06-25;-242.0;82.0;-0.972985677;0.40589883;0.310543283;0.669397736;0.6269387710000001;-0.15977011300000002;-0.015080268;0.263280601;-0.23897455899999998;-0.34410921299999997;0.601167229;0.028011279;0.148196427;-0.251217055;-0.9582842090000001;-1.228263678;-0.9804900409999999;0.27659594;1.2288295809999998;-0.7959904790000001;Z3;-0.721365604;-0.099794698;-0.8294676790000001;-0.823708555;0.485075737;-0.704427013;0.532045615;-0.5660957870000001;1.179306118;0.650435808;0.757313089;-1.355508491;-1.191522087;-0.22140447;-0.773433047;0.924225629;-0.509809441;0.107721274;-1.017545573;-0.20290051899999997
232;0.29714614100000003;-0.018467218;2013-08-29;2014-02-02;2014-03-28;157.0;54.0;-1.295327851;-0.38568418200000004;-1.035087154;0.508066523;1.0637183540000001;0.245878872;-0.190942802;-0.569624385;0.310320587;0.213253862;-0.438810111;0.189135582;-0.085714562;0.47145508700000005;-0.7658547179999999;0.337652396;0.130806877;0.336475033;-0.07472859;-0.570848268;Z6;-0.721365604;0.124624946;-0.989479167;-1.07946269;0.08032991099999999;-0.38952481200000005;;;-0.666492062;;;;1.126917995;0.645248928;-1.253690467;0.181738053;-0.730742905;-0.186314151;-0.308976603;-0.41395695600000004
616;0.23521164;-0.05039327;2014-10-28;2015-06-04;2015-06-25;219.0;21.0;-0.161529703;-0.27437121800000003;-0.659906123;0.506188801;1.086706753;0.516311528;-0.542667871;-0.569624385;0.310320587;0.06481284400000001;-0.508141933;0.148469502;-0.082676757;0.417591325;-0.7361765370000001;-0.13444969;-0.43649854299999996;0.280892972;0.10371374400000001;-0.763997842;Z6;1.249873152;0.183667267;1.294875317;1.328032473;-0.029298913;-0.201746628;0.597699622;-0.698681077;-0.342580129;-0.5760809139999999;-1.033313992;0.23314889;0.194650552;1.068669548;0.667339212;-0.560749524;2.361175731;-1.302854076;0.657320151;-0.098636112
780;0.300945676;0.306654881;2012-12-20;2013-09-25;2013-09-12;279.0;-13.0;-1.109887759;-0.908954499;-1.59045099;1.452778787;1.1863231490000001;0.110662543;0.16078226699999998;-0.847259381;0.310320587;-0.286494183;-0.854801047;0.042785819;0.05934063;0.875433303;-0.10479718800000001;0.555417795;0.20230290199999998;0.197898285;-0.124516716;-0.5553294520000001;Z6;-0.575347918;0.064254041;-0.806735888;-0.805390622;0.7238567709999999;0.47015608299999995;0.093640131;0.747982913;0.061556655;-0.623751697;0.45482538200000006;0.640913921;1.037977258;0.65956918;-1.253690467;0.181738053;-0.314898817;-0.308990298;0.323722439;-0.835437925
694;1.06034405;-1.091350603;2014-12-07;2014-12-20;2015-10-04;13.0;288.0;1.3798632769999999;0.697443136;1.087194582;-0.653391573;0.021577594;-0.294986441;0.6883698690000001;-0.29198939;0.310320587;0.7498108059999999;0.601167229;-0.023651487000000002;0.65475042;0.318841095;-0.7629826359999999;-1.577353248;-1.5617838130000001;0.9487005340000001;-0.937366019;-1.766990874;Z5;2.271996952;0.302285983;2.475404519;2.557352215;-1.277596652;-0.507818397;-0.158359422;-0.07891580299999999;-0.465696162;-0.88100648;-0.443174564;1.82982492;1.4087700909999998;1.022764896;0.684491262;-0.547490817;2.032918121;-1.224956177;-0.093904924;-0.573829048
362;-1.7394151469999999;2.327785001;2014-06-04;2014-10-25;2014-10-25;143.0;0.0;0.8534125459999999;-1.8838125669999999;1.375304219;1.232190176;-1.1661563609999999;0.110662543;0.512507335;-0.569624385;0.310320587;-0.494861159;-1.686782918;-0.400185701;0.312997352;-1.835709391;-0.172291114;1.039156199;0.940577078;-1.5659927930000002;1.3933802640000001;0.664210755;Z6;;;;;;;;;;;;;;;;;;;2.654307568;-0.840038197
748;0.636986542;-0.410137745;2014-02-13;2014-08-29;2014-03-12;197.0;-170.0;-0.48947241700000005;-0.016866813999999997;-1.023655229;0.49319758799999996;-0.07037600299999999;0.516311528;-0.718530405;0.263280601;0.310320587;-0.688912712;-0.438810111;0.01246673;-0.43961885100000003;0.920319772;-0.72516689;-0.254137543;-0.144297395;0.766802997;-0.519248473;0.14062977;Z6;0.15474051;0.053261931;0.030022601;0.050785541;1.7280005880000002;-0.456629447;0.43722725700000004;0.27097219100000003;-0.133949779;-0.5946266;-0.912211903;0.24404375399999997;0.723694216;0.44050534700000005;0.667339212;-0.560749524;0.630610138;-0.805226555;0.668022875;-0.7829897690000001
715;0.267777602;0.31402092800000003;2012-12-10;2013-03-20;2013-06-14;100.0;86.0;-0.7813227629999999;-0.888331785;-1.430386795;1.4350496019999999;1.178660349;0.110662543;0.16078226699999998;-0.847259381;0.310320587;-0.331548661;-0.854801047;0.050750595999999995;0.050227214000000006;0.861967363;0.007692689;0.503885525;0.149458014;0.128795302;-0.087398949;-0.499939215;Z6;-0.794374447;-0.039173375;-0.735492678;-0.7274296640000001;0.7672853000000001;0.499813055;0.618572942;0.615067391;0.29942594100000003;0.331363767;0.406375476;-0.520570833;-0.28685051899999997;0.323510647;1.639288751;0.181738053;-0.511313357;0.48114464100000004;-0.217494849;-0.82216791
50;1.0868992720000001;-1.622292183;2014-05-22;2014-10-24;2015-01-14;155.0;82.0;0.043201137;1.401069029;0.369351528;0.7136770290000001;0.772531965;1.192393168;-1.246118008;-0.569624385;0.8596157320000001;0.440245879;0.46250358399999997;0.188846829;0.076048557;1.441002806;-0.17516319600000002;-2.292155702;-3.249711718;-0.189931727;-2.125022336;-3.3432251039999996;Z2;1.1768643090000002;0.317846637;1.210551803;1.26428147;-0.840529144;-0.05960029;0.703977456;0.216315882;-1.280732197;-0.778126843;-1.088667359;0.937169384;0.49234713;0.8426838209999999;0.667339212;0.1636286;1.9479162140000001;-1.205386829;-0.659689828;-0.126439954
292;0.330781371;-0.484736073;2013-08-11;2014-08-06;2014-07-16;360.0;-21.0;-0.83732816;0.361640746;-0.842683845;0.7524323279999999;0.473682776;-0.971068082;0.864232404;0.540915596;-0.7882697040000001;-0.22867547;1.086489987;0.11454099699999999;0.2218632;-0.125534943;-1.147362937;-0.09621607;-0.119429213;0.746140672;0.42099059299999997;0.166176129;Z3;-0.502339076;0.028218052;-0.7288890290000001;-0.725627824;0.10707658;0.750030022;-0.061615954;-0.234329951;0.5412878329999999;1.105106997;-1.161994271;0.062816373;0.368988734;0.21164808;-1.253690467;0.181738053;-0.450375959;-0.22339970000000003;-0.59666759;-0.19468574800000002
458;-0.43149260700000003;0.162772721;2014-12-18;2015-04-05;2015-09-26;108.0;174.0;0.852167982;0.075096827;-0.07298682299999999;-1.109896242;0.8568227620000001;0.3810952;-0.190942802;-0.847259381;0.310320587;1.196338175;-0.230814643;-0.045356105;0.054783922;-0.282637582;0.18480440899999998;-0.345565764;-0.200250806;0.46997762600000004;-0.210809804;0.278150357;Z3;0.9578377809999999;;0.94310403;0.969184061;1.063997466;0.749284306;0.983630929;0.06361267;-0.656499599;-0.27110995;-1.135733667;0.42908481200000004;0.682287323;0.63252535;0.667339212;-0.611551305;0.6127584189999999;-0.812073041;-0.667738984;0.50925698
477;0.419104995;0.46796546;2014-09-15;2015-04-04;2015-10-30;201.0;209.0;0.91999674;-1.2564037540000002;-2.029043593;1.473280886;1.201648749;-0.024553785;0.336644801;-0.847259381;-0.23897455899999998;-0.297210485;-0.7854692240000001;-0.186989565;0.41476382100000003;1.019070003;-0.025336254;0.814741475;0.508492402;0.415792355;-0.271744912;-0.532648105;Z6;0.22774935300000002;-0.088401109;0.114346115;0.096078916;-0.6734749520000001;0.46633010799999997;0.237549297;0.105507247;-0.782192454;-0.583412929;-0.598702658;0.923634414;1.359098898;0.143802332;0.667339212;-0.030401255;-0.558979545;-0.17690761300000002;0.98123234;-0.8468122240000001
325;0.19591863199999998;-8.14067e-05;2014-07-10;2015-05-04;2015-10-07;298.0;156.0;1.3717736090000001;-0.316486279;-0.463007916;0.511712796;1.040729955;0.651527856;-0.718530405;-0.569624385;0.8596157320000001;-0.16651093;-0.646805579;0.075005867;-0.091030721;0.47145508700000005;-0.56289426;-0.44863030299999995;-0.7660019640000001;0.186165253;0.162374574;-0.8936396459999999;Z6;1.249873152;0.244427915;1.294875317;1.300475785;0.26027427;0.555404155;0.7441550509999999;0.329830581;-0.852251828;-0.734797475;-0.9437424259999999;1.58949836;1.169664907;1.253316216;0.667339212;-0.560749524;0.579947356;-0.803334435;0.989922775;0.10483745900000001
637;1.106436774;-0.661579829;2014-04-28;2014-04-11;2015-02-23;-17.0;318.0;1.450181165;-0.06454131099999999;1.9716667469999998;-1.712404676;-1.72554074;0.245878872;0.16078226699999998;-0.569624385;0.310320587;1.7091642630000001;0.6704990510000001;-0.321500445;0.397296442;0.291909214;0.225013556;0.35926270299999996;1.060255207;1.5704597580000001;-0.647039578;0.415670944;Z5;0.44677588100000004;0.162156974;0.37519024;0.396433628;0.80212141;1.0736870170000001;-0.012825686000000001;-0.561661309;-0.086356573;0.767653441;-1.290702528;0.931756637;1.210061933;0.688772286;1.596869701;-0.081725281;-0.517461845;-0.16749061099999998;0.616543657;-0.840493169
